Item Name,Selling,M.R.P,Total Stock
PEACOCK PEELER PE-9 89/-,75,89,0
PEACOCK REFILLABLE BOTTLES 249/-,210,249,3
PEACOCK SCISSORS PE-20,290,299,6
PEACOCK STRAINER(S) PE-12 89/-,79,89,21
PEACOCK STRAINER(S) PE-13 109/-,99,109,1
PEACOCK STRAINER(S) PE-35 49/-,45,49,12
PEACOCK STRAINER(S) PE-36 79/-,70,79,12
PEACOCKS 8 PLAIN KNIFE KF-04,82,85,2
PEACOCKS 8 PLAIN KNIFE KF-07,95,99,3
PEACOCKS 8 PLAIN KNIFE KF-10,95,99,3
PEACOCKS FISH CUTTER PE-14,180,199,6
PEACOCKS FLODING KNIFE,90,95,21
PEACOCKS GAS LIGHTER PE-57,115,130,11
PEACOCKS GRATER SMALL HOLE,160,169,6
PEACOCKS KNIFE PE-07,90,95,2
PEACOCKS PLAIN KNIFE PKF-08,82,85,2
PEACOCKS TOMATO 8 KNIFE KF-11,90,95,3
PEANUT BALLS 70G,24,25,1
PEAR/PERIKA,0,0,0
PEARL DUSTBIN COVER 72/-,70,72,0
PEARS BW LEMON GENTLE 500MLE,345,349,2
PEARS BW MINT GENTLE 500MLE,345,349,1
PEARS BW PURE GENTLE 500MLE,345,349,1
PEARS FR RENEWAL FW 60G,148,150,3
PEARS NATURALE ALOE VERA SOAP 100G,39,40,4
PEARS NATURALE POMEGRANATE 100G,39.5,40,0
PEARS OIL CLEAR BODY WASH 250ML,178,180,0
PEARS OIL CLEAR GLOE FACEWASH 60G,148,150,1
PEARS OIL CONTR 75G SOP,49,50,28
PEARS PURE A GENTLE FW 60G,148,150,5
PEARS PURE AND GENTLE 60G,24,25,30
PEARS PURE AND GENTLE 75G SOAP,46,49,51
PEARS PURE AND GENTLE BODY WASH 250ML,133,135,0
PEARS PURE AND GENTLE SOAP VALUE PACK 3N,208,210,5
PEARS PURE/ GENTL 75G,37,38,17
PEARS PURE/GEN 125+25G,74,75,14
PEARS PURE/GENT 100G SOP,36,38,4
PEARS PURE/GENTB3G1 75G,132,135,12
PEARS SOFT AND FRESH,53,54,28
PEARS SOFT/FRES 125G,76,77,15
PEARS SOFT/FRES BODAY WASH 250ML,178,180,0
PEARS SOFT/FRESH 75G 3+1,214,215,1
PEARS SOFT/FRESH 75G SOP,45,46,30
PEARS YOUNG/GLO 3*125G,137,140,0
PEDIA CHOCO 400G,550,565,3
PEDIA COOKIES/CREAM 400G,519,520,2
PEDIA SURE 2+ CHOCO 400G,540,545,0
PEDIA SURE 2+ CHOCO 400G JAR,570,580,0
PEDIA SURE 2+ VANILL 400G,540,545,0
PEDIA SURE 7+ CHOC 400G,386,395,5
PEDIA SURE 7+ CHOCO 200G,223,230,2
PEDIA SURE 7+ VANILL 200G,226,230,0
PEDIA SURE 7+ VANILL 400G,386,395,2
PEDIA SURE ADVANCE VANNILA 400G,620,630,0
PEDIA SURE CHOCO 200G,310,315,2
PEDIA SURE CHOCO COM PACK 1KG,"1,150.00","1,180.00",1
PEDIA SURE CHOCO COM PACK 750G,900,925,0
PEDIA SURE CHOCO JAR 400G,600,610,2
PEDIA SURE KESAR BADAM 200G,320,325,6
PEDIA SURE PACK 200G,315,320,3
PEDIA SURE PREM CHOCO 200G,288,295,3
PEDIA SURE VANILLA,570,580,0
PEDIA SURE VANILLA 400G,585,595,4
PEDIA SURE VANILLA JAR 200G,325,330,0
PEDIA SURE VANILLA PACK 400G,540,545,0
PEDIA SURE VANNILA COM PACK 1KG,"1,210.00","1,240.00",1
PEDIASURE CHOCO,205,207,0
PEERKANGAI,85,85,2.41
PEN 10RS,9.83,10,1
PEN 3/-,3,3,3
PEN 35/-,34,35,9
PEN 5/-,5,5,10
PEPE GOLD CHOCOLATE,195,200,3
PEPPET BLUE SOAP 12/-,12,12,23
PEPPET YELLOW SOAP 12/-,12,12,47
PEPSI 2.25 LTR,89,90,4
PEPSI 250ML,19,20,15
PEPSI 400ML,28,28,22
PEPSI 600ML,37,38,50
PEPSI BLACK TIN 250ML,29,30,2
PEPSI COLA 1.25L,49,50,6
PEPSI TIN 250ML,29.5,30,0
PEPSODENT 10/-,9.83,10,14
PEPSODENT 2 IN1 CAV PRO 80G,51,52,14
PEPSODENT 2 IN1 CAV PRO150G,95,97,5
PEPSODENT CAV PRO GERMI CH TOOPAS 300G,121,123,6
PEPSODENT D CLEEN TB MED,28,30,0
PEPSODENT DUAL CARE TONGUE CLEANER 40/-,39,40,9
PEPSODENT FIGHTER+ TB 20/-,19.5,20,17
PEPSODENT G E  SOFT 55/-,52,55,1
PEPSODENT GC CAVITY PROT 10/-,9.83,10,12
PEPSODENT GC CAVITY PROT 100G,51,52,2
PEPSODENT GC CAVITY PROT 20/-,19.5,20,12
PEPSODENT GC CAVITY PROT 200G,89,90,3
PEPSODENT GE BUY 2 GET 1 TB,102,110,2
PEPSODENT GERMI CHECK 100G,44,45,9
PEPSODENT GERMI CHECK 200G,92,94,8
PEPSODENT GUM CARE TOOPAS 70G,53,55,17
PEPSODENT GUM CARE TOOTHPASTE 140G,96,98,4
PEPSODENT GUM CARE TOOTHPASTE 20/-,19.5,20,2
PEPSODENT KIDDY TB SOFT,19,20,12
PEPSODENT LAVANG SALT TOOPAS 200G,92,94,4
PEPSODENT LEVANG/SALT TP 100G,51,52,3
PEPSODENT V CLEAN TB SOFT,29,30,2
PEPSODENT WHITE CAV PRO TOOPAS 150G,98,100,10
PEPSODENT WHITE CAV PRO TOOPAS 80G,53,54,10
PERK 10/-,9.83,10,53
PERK 5/- BOX 96N,470,480,0
PERK RS.5/-,5,5,14
PETER ENGLAND  DEO AQUA 150ML,194,199,3
PETER ENGLAND  DEO FLOURISH 150ML,194,199,6
PETER ENGLAND  DEO ORIENTAL 150ML,194,199,7
PETER ENGLAND DEO LEGEND 150ML,194,199,6
PETER ENGLAND DEO SENSUAL 150ML,194,199,7
PETER ENGLAND DEO SPICY 150ML,194,199,7
PETER ENGLAND DEO SPORTY 150ML,194,199,6
PETER ENGLAND DEO WOODY 150ML,194,199,8
PHALHARI CHIWDA 150G,29,30,0
PHOTO 40/-,40,50,188
PHOTO 70/-,70,80,88
PICASSO 800ML PET,100,110,2
PIKACHU TOY CHOCOLATE 5/-,5,5,2
PILLSBURY ATTA 1KG,58,59,8
PILLSBURY ATTA 500G,30,31,3
PILLSBURY ATTA 5KG,245,275,8
PILLSBURY CHOCO COOKER CAKE 150G,98,100,1
PILLSBURY CHOCO VANILA CAKE 150G,98,100,1
PILLSBURY RICH CHOCO OVEN CAKE 285G,163,165,0
PILLSBURY VANILLA OVEN CAKE MIX 225G,163,165,0
PIM POM LOLIPOP,5,5,66
PIM POM LOLIPOP 5/-,5,5,97
PINE APP CAKES 15/-,14.25,15,7
PINE APP CAKES 30/-,29,30,4
PINEAPPLE/ANNACHI PAZHAM,50,50,11.08
PIRAMBARI DISHWASH BAR 300G,19,20,0
PISTA 50G,103,125,0
PISTA BULK,"1,500.00","1,600.00",1.15
PISTHA 50G OLD,99,125,0
PITAMBARI 100GM,43,45,25
PITAMBARI 30G,19,21,6
PITAMBARI 30GM,20,21,10
PITAMBARI BAR 800G,69,71,6
PITAMBARI DISHWASH BAR 400G 35/-,25,35,16
PITAMBARI DISHWASH BAR 500G,47,48,18
PITAMBARI DISHWASH LIQUID 150ML,21,22,10
PITAMBARI DISHWASH LIQUID 500ML,105,110,0
PITAMBARI JAGGERY POWDER 500G,70,75,0
PITAMBARI POWDER 200GM,55,58,0
PITAMBARI POWDER 50GM,25,28,44
PITAMBARI SANI S PO TC 50OML,74,75,5
PLANET POPCORN CARAMEL 50/-,48,50,8
PLANET POPCORN CHEDDAR CHEESE 60/-,57,60,0
PLANET POPCORN CHILLY 50/-,48,50,5
PLANET POPCORN ORIGINAL 40/-,39,40,7
PLANET POPCORN SPICY CHEESE 60/-,57,60,2
PLANET POPCORN TANDOORI MASALA 60/-,57,60,2
PLASTIC BROOM,80,95,1
PLASTIC CONTAINER 40/-,40,45,16
PLASTO WORLD SOAP DISH 1N,45,90,11
PLUM,0,0,0
PLUM CAKE 300G,130,170,4
PLUM CAKE 500G,270,310,3
PODALANGAI,64,64,3.55
PODI 50RS KAIMANAM,47,50,0
POJA OIL OM SHAN JASMINE 1L,146,148,0
POJA OIL OM SHANTHI PARIJADHAM 1L,146,148,0
POJA OIL SHANTHI JASMINE 500ML,75,78,0
POLO 10RS,9.83,10,119
POLO 2/-,2,2,0
POLO 5/-,5,5,109
POLO PAAN FLAVOUR 10/-,9.83,10,30
POMEGRANATE/MATHULAI,230,230,12.73
PON BRIGHT BEAUTY SPOT LES CRM,258,259,2
PONDS ACOC PIMPLE CLE FW 50G,107,110,1
PONDS AGE MIR WC DAY CREME 10G,109.25,115,15
PONDS AGE MIR WC DAY CREME 20G,245,249,8
PONDS AGE MIRACLE 100G,290,299,2
PONDS AGE MIRACLE CREAM 35G,460,475,8
PONDS ANTI POLLU CREME 35G,142,145,6
PONDS ANTI POLLU CRM 50G,258,265,1
PONDS AVOCADO SHEET MASK 25ML,74,75,3
PONDS BB+CREAM 9G,65,67,5
PONDS BB+CREAM LIGHT 18G,118,120,0
PONDS BRIGHT BEAUTY PINK GLOW 40/-,39,40,4
PONDS BRIGHT BEAUTY SPOT-LESS GLOW 50G,80,82,5
PONDS CHARCOL SEET MASK 25ML,74,75,1
PONDS COCOUNUT SEET MASK 25ML,74,75,0
PONDS COLD CREAM 100ML,155,158,0
PONDS COLD CREAM 30ML,43,44,5
PONDS COLD CREAM 55ML,88,89,2
PONDS CREAM 10/-,9.83,10,0
PONDS D FLOWER TALC 10/-,9.83,10,4
PONDS DF TAL PWD 100G,97,99,1
PONDS DF TALC 400G,325,330,6
PONDS DF TALC SANDAL 300G,275,280,0
PONDS DF TALC SANDAL 30G,19,20,0
PONDS DFF TALC 200G,202,210,10
PONDS DREAM FLOWER 100G,108,110,4
PONDS DREM FLO POWDER 50G,53,55,9
PONDS DREMFLOWER POWDER 200G,209,210,6
PONDS FLAWLESS WHITE 100G,232,240,1
PONDS LAVENDER 100G,108,110,0
PONDS LGT MOIST 250ML,245,249,1
PONDS LIGHT MOIS GLY 150ML,215,219,2
PONDS LIGHT MOIS GLY 25ML,39,40,3
PONDS LIGHT MOIS GLY 75ML,120,125,3
PONDS MAGIC FR TALC 100G,122,125,13
PONDS MAGIC POWDER 400G,327,330,7
PONDS MAGIC POWDER 50G,66,67,8
PONDS MAGIC TALC 10/-,9.83,10,5
PONDS MAGIC TALC 400G,290,300,0
PONDS MEN ENER BRI FW 50G,107,110,3
PONDS MINERAL CLAY FACIAL FOAM 210/-,200,210,2
PONDS MINERAL CLAY MASK DEEP CLEAN CHARCOAL 30/-,29,30,12
PONDS NATURAL BEIGE BB 20G,39,40,1
PONDS NGT CRM 50G,680,699,4
PONDS PINEAPPLE SEET FACE MASK,74,75,1
PONDS PURE WHITE 100G,202,210,19
PONDS PURE WHITE 50G,105,110,15
PONDS PURE WHITE FW 15G,29,30,11
PONDS PURE WHITE MINERAL CLAY 40G,107,110,7
PONDS SANDAL POWDER 100G,123,125,6
PONDS SANDAL POWDER 300G,335,340,9
PONDS SANDAL POWDER 50G,66,67,15
PONDS SANDAL TALC 100G,89,90,0
PONDS SANDAL TALC 15G,9.83,10,10
PONDS SSS MOIS LOTION 100ML,85,87,4
PONDS SSS MOISTUR LOTION 300 ML,243,250,0
PONDS STARLIGHT 100G,121,125,7
PONDS STARLIGHT 30G,19.5,20,0
PONDS STARLIGHT POWDER 300G,315,320,4
PONDS STARLIGHT POWDER 50G,65,67,4
PONDS SUPER LIGHT GEL 25ML,47,49,0
PONDS SUPER LIGHT GEL 73G,147,149,0
PONDS TRIPLE VITAMIN LOTION 300ML,265,270,0
PONDS TRIPLE VITAMIN LOTION 80/-,79,80,1
PONDS WB BB CREAM 9G,65,67,0
PONDS WHIT BEA CREME 25G,70,72,5
PONDS WHITE BEAUTY 50G,80,82,12
PONDS WHITE BEAUTY BB CREME 18G,125,129,4
PONDS WHITE BEAUTY CREAM 12G,40,42,1
PONDS WHITE BEAUTY CREAM 35G,105,110,7
PONDS WHITE BEAUTY CREAM ASF 50G,247,249,5
PONDS WHITE BEAUTY FACE WASH 100G,160,165,4
PONDS WHITE BEAUTY FACE WASH 15G,24,25,8
PONDS WHITE BEAUTY MINERAL CLAY 90G,205,210,1
PONDS WHITE BEAUTY MINERAL CLAY FOAM 110/-,105,110,4
PONDS WHITE BEAUTY NIGH CREAM 35G,146,149,3
PONDS WHITE BEAUTY SOTLS FRNESS CR 23G,69,70,1
PONDS WHITE BEAUTY SPF 35G,146,149,0
PONGAL COMBO OFFER,222,282,0
PONGAL GIFT,70,80,22
PONGAL RICE 1KG,46,52,10
PONGAL RICE 500GM,23,30,1
PONGAL RICE BULK,46,52,98.5
PONNI RICE FLR 400G,34,35,0
PONVANDU AW DET POWDER 1KG,180,190,4
PONVANDU SOAP ACTIVE 10/-,9.83,10,32
PONVANDU SOAP BAR BLUE,24.5,25,8
PONVANDU SOAP SUPREME 16/-,15,16,7
PONVANDU SOAP WHITE 10/-,9.83,10,31
PONVANDU SOAP YELLOW 10/-,9.83,10,36
POO NUL 10/-,10,15,37
POORI ROUND,24,25,3
POOSU MANJAL 50G,20,25,40
POP CORN 12/-,11.5,12,15
POPPINS 2RS,2,2,79
POPULAR APPALAM 100G,43,48,17
POPULAR APPALAM 145G,68,75,12
POPULAR APPALAM 20G,9.5,10,2
POPULAR APPALAM 50GM,22.5,25,36
POPULAR APPALAM 80G MINI,36,40,22
POPULAR APPALAM CHIP 80G,31.5,35,5
POPULAR APPALAM D/SPL 100G,45,50,44
POPULAR APPALAM D/SPL 175G,85,95,8
POPULAR APPALAM D/SPL 200G,94.5,105,17
POPULAR APPALAM EXPORT THICKER,98,100,7
POPULAR APPALAM MASALA,14,15,0
POPULAR APPALAM PAPAD 200G,85.5,95,12
POPULAR APPALAM POO 100G,30,35,28
POPULAR CORN,12,12,5
POPULAR PEPPER APPALAM 190G,100,110,0
PORI,20,24,7
PORI URUNDAI 20/-,20,22,5
PORNA REFINED RICE BRAN OIL 1LR,172,184,81
POT FOODS 5 TYPE GREEN BISCUIT 96GM,45,50,0
POT FOODS AMLA BISCUIT 96GM,45,50,0
POT FOODS AVARAMPOO BISCUIT 96GM,45,50,0
POT FOODS BALOON VINE BISCUIT 96GM,45,50,0
POT FOODS BANANA STEM BISCUIT 96GM,45,50,0
POT FOODS HIBISCUS BISCUIT 96GM,45,50,0
POT FOODS MURINGA LEAF BISCUIT 96GM,45,50,1
POT FOODS WHITE LOTUS BISCUIT 96GM,45,50,0
POTATO / URULAIKILANGU,38,38,31.92
POTATO OOTY,0,0,0
POTTU KADALAI 250G,28,32,32
POTTU KADALAI 250G OLD,25,32,120
POTTU KADALAI 500G,55,60,0
POTTU KADALAI 500G OLD,50,54,54
POTTU KADALAI BULK,110,120,2
POWER DE CAKE 160 GM (BL),9.83,10,80
POWER DE CAKE 160 GM (YE),9.83,10,74
POWER DETERGENT CAKE 250GM,19.5,20,83
POWER GIO DISH WASH 190GM,9.83,10,24
POWER GIO DISHWASH 5/-,5,5,1
POWER MAXX DC 12/-,12,12,2
POWER POWDER 1KG,83,85,16
POWER POWDER 3KG,330,350,10
POWER POWDER 500GM,44,45,21
POWER ULTIMATE LIQ 20,19.5,20,0
PRAN LITCHI FRUIT DRINK,9.83,10,6
PRAN POTATA SPICY BISCUIT 25/-,24,25,46
PREFIX EYE LINER 45/-,44,45,5
PREFIX FOUDATION SPF-15,103,105,3
PREFIX GEL EYE LINER,69,70,0
PREFIX LINER EXPRESS,150,160,0
PREFIX NAIL POLISH 25/-,29,30,42
PREFIX NAIL POLISH 30/-,27,30,1
PREFIX NAIL POLISH 35/-,32,35,11
PREFIX NAIL POLISH 45/-,43,45,36
PREMER BUBBLE MAILER,7.5,8,5
PREMER BUBBLE MAILER 25 CM 100/,19.5,20,3
PREMER BUBBLE PACKING ROLLS 120/,115,120,5
PREMER TAMBER PROOF,9.5,10,3
PREMER TAMBER SCRACH PROOF 25CM,12,12,5
PREMER TAMPER SCRATCH PROOF,14.5,15,5
PREMER TAMPER SCRATCH PROOF 20CM,17.5,18,5
PREMER TAMPER SCRATCH PROOF 30CM,39,40,6
PREMER TAMPER SCRATCH PROOF 37CM,49,50,6
PREMIER BUBBLE PACKING ROLLS,59,60,10
PREMIER FUN SERVE 40BALLS 3PLY LUNCHEON,75,79,5
PREMIER FUN SERVE 50BALLS 2PLY 30*30CM,65,70,5
PREMIER KITCHEN WIPES 200GM,185,190,6
PREMIER KT ROLL 2*N,132,135,4
PREMIER KT ROLL 4*N,255,260,5
PREMIER KT ROLL SIN,77,80,4
PREMIER LUNCHEON NAPKIN -20PLY,61.75,65,5
PREMIER NAPKINS 50S 33*33,39,40,4
PREMIER PAPER BOX 100S,80,85,12
PREMIER PAPER BOX 200S,142,150,7
PREMIER PAPER BOX 50S,49,50,0
PREMIER PAPER HANDKEY 15PULLS,14,15,15
PREMIER ROYAL CUTIE,33.25,35,8
PREMIER ROYAL GOLD 80N/,59,60,4
PREMIER ROYAL TISSUE WH 100S,42.5,45,7
PREMIER TISSUE SERVI 100S,59,60,2
PREMIER TISSUE SERVI 50S,34,35,4
PREMIER TISSUR 100S 33*33,69,70,6
PREMIER TOILET TISSUE 190 PULLS,135,140,6
PREMIER TOILETS TISSUE 330 PULLS,185,190,17
PREMIUM BAKE RUSK 200,29,30,3
PREMIUM EDC 100ML,132,135,4
PREMIUM EDC 200ML,196,199,3
PREMIUM EDC 50ML,97,99,7
PREMIUM ETIQUE WET WIP ALOE VERA 10N,29,30,0
PREMIUM JASMINE 217ML,145,149,4
PREMIUM LAVENDER 217ML,145,149,1
PREMIUM RAJNIGAN 217ML,127,130,2
PREMIUM ROSE 217ML,127,130,3
PREMIUM SANDAL 217ML,127,149,2
PREMUEM LEMON 219ML,145,149,2
PRIL 120ML GR + BAR 65G,19.5,20,0
PRIL 120ML+35ML,19,20,10
PRIL 225ML,44,45,12
PRIL 225ML GR,44,45,16
PRIL 225ML SSPECKLES + BAR,48,49,0
PRIL 425ML (GR),103,105,5
PRIL 425ML KRAFT,99,100,6
PRIL 425ML SPECKELS,100,100,11
PRIL 750+225ML SPE FREE,158,160,0
PRIL 750ML (GR),159,160,5
PRIL 750ML KRAFT,158,160,8
PRIL 750ML SPECKELS,163,165,0
PRIL BAR 400GM,33,34,7
PRIL BAR 80+45G FREE,9.83,10,193
PRIL LIME LIQUID RS 98,98,98,0
PRIL TAMARIND 225ML,53,54,1
PRIL TUB 500 GM,54,55,10
PRIL110 ML SPECKLES T,19,20,6
PRIME EEZYTEAR CIEAR TAPE,5,5,16
PRIMY ECLAIRS CHOCOLATE 670G,235,250,0
PRIMY ECLAIRS KULFI CHOCOLATE 670G,235,250,2
PRIMY ECLAIRS WATERMELON CHOCOLATE 670G,235,250,2
PRINGLES CHUTNEY 107G,107,109,6
PRINGLES COMBO PACK 170/-,168,170,10
PRINGLES DESI MAS 107G,107,109,13
PRINGLES ONION 107G,107,109,4
PRINGLES ORIGINAL 36G,34,35,3
PRINGLES PERI PERI 107G,107,109,7
PRINGLES PIZZA 107G,107,109,8
PRINGLES POTATO ORI 107G,107,109,32
PRINGLES SOUR CREAM ONION 36G,34,35,2
PRINJI LEAF 25G,6,10,1
PRITGO DISH WASH COMBO ALOVERA 119/-,117,119,6
PRITGO DISH WASH COMBO LEMON 119/-,117,119,6
PRITGO DISH WASH COMBO ORANGE 119/-,117,119,6
PRITGO SURFACE CLEANER JAS 200ML,32,33,6
PRITGO SURFACE CLEANER LAVAN 200ML,32,33,6
PRITGO SURFACE CLEANER LEMON 200ML,32,33,6
PRITGO SURFACE CLEANER ROSE 200ML,32,33,6
PRITGO SURFACE CLEANER SANDAL 200ML,32,33,6
PRIYA 5 FINGER BROOMS 155/-,130,155,2
PRIYA AMLA PICKLE 300G,85.5,90,0
PRIYA CITRON 300G,96,99,8
PRIYA CORIANDER PICKLE 300G,92,95,0
PRIYA CUT MANGO 10/-,9.83,10,0
PRIYA CUT MANGO 300G,96,99,0
PRIYA GARLIC 300G,96,99,0
PRIYA GARLIC PASTE 25/-,24,25,6
PRIYA GARLIC PICKLE 10/-,9.83,10,4
PRIYA GINGER 300G,96,99,1
PRIYA GINGER PICKLE 10/-,9.83,10,10
PRIYA GONGURA PICKLE 300G,95,99,1
PRIYA GREEN CHILLI PICKLE 300G,85.5,90,3
PRIYA LIME PICKLE 10/-,9.83,10,5
PRIYA LIME PICKLE 300G,96,99,3
PRIYA MANGO AAVAKA 300G,96,99,2
PRIYA MANGO AVAKAYA 10/-,9.83,10,1
PRIYA MANGO GINGER PICKLE 300G,96,99,3
PRIYA MANGO THOKKU 10/-,9.83,10,17
PRIYA MANGO THOKKU 300G,96,99,3
PRIYA MIXED VEGETABLE PICKLE 300G,87,90,0
PRIYA ONION PICKLE 300G,92,95,0
PRIYA RAGI SEMIYA 180G,22,24,27
PRIYA RED CHILLY PICKLE 300G,87,90,0
PRIYA RICE VERMICILLI 200G,39.9,42,11
PRIYA RICE VERMICILLI 500G,83,86,2
PRIYA TAMARIND PASTE 100G,19.5,20,21
PRIYA TENDER MANGO PICKLE,135,140,0
PRIYA TOMATO PICKLE 300G,87,90,0
PRO NATURE AJWAIN 100G,79,82,5
PRO NATURE BESAN GRAM FLOUR 500G,102,105,4
PRO NATURE BROKEN WHEAT 500G,53,56,6
PRO NATURE BROWN SUGAR 1KG,140,149,0
PRO NATURE BROWN SUGAR 500G,75,78,12
PRO NATURE CLASSIC HIMALAYA PINK SALT,66,68,15
PRO NATURE CLASSIC PINK SALT 500G,80,82,2
PRO NATURE CLASSIC RAW SALT 500G,70,72,0
PRO NATURE FLAX SEEDS 60/-,65,68,4
PRO NATURE HAND FOUND SONA MASORI RICE 1KG,100,104,14
PRO NATURE JAGGERY POWDER 400G,76,78,0
PRO NATURE JOWAR FLOUR 500G,53,56,0
PRO NATURE MEDIUM POHA,36,40,4
PRO NATURE MEDIUM POHA 500G,74,76,3
PRO NATURE ORAGANIC WHEAT FLOUR 1KG,65,68,19
PRO NATURE ORAGANIC WHEAT FLOUR 5KG,239,330,0
PRO NATURE ORGANIC KALA CHANNA 500G,85,88,0
PRO NATURE ORGANIC PUFFED RICE 45/-,43,45,4
PRO NATURE ORGANIC RAVA REGULAR 500G,53,56,0
PRO NATURE ORGANIC RAW PEANUTS,125,140,0
PRO NATURE ORGANIC SOOJI RAVA (WHOLE WHEAT),55,58,6
PRO NATURE ORGANIC WHEAT FLOUR(MAIDA) 500G,46,48,6
PRO NATURE RAGI FLOUR 500G,58,60,5
PRO NATURE RED POHA 500G,74,76,15
PRO NATURE SONA MASORI RICE 1KG,100,102,6
PRO NATURE SOYA CHUNKS,64,65,3
PRO V PISTA 250G,399,499,2
PROSO MILLET 500G,118,120,2
PROTINEX CHOCO 250G,350,360,1
PROTINEX LITE 250G,405,415,3
PROTINEX ORIG 250G,380,390,1
PROTINEX VANNILA 250G,350,360,2
PS CLOROX BLEACH LEMON 500ML,88,90,3
PS CLOROX BLEACH ORIJINAL 500ML,88,90,3
PUDDING JELLY,5,5,22
PUDINA VADAM 100G,25,30,7
PULI 250G,43,63,41
PULI 500G,86,100,12
PULI BULK,170,180,15
PULI NEW 250G,57,70,139
PULI NEW 500G,114,134,5
PULI OLD 250G,46,50,8
PULI OLD 500G,95,95,3
PULIYOGARE POWDER 100G,36,52,0
PUMPKIN / POOSANIKAI,0,0,0
PUMPKIN G 50G,40,50,7
PUMPKIN G 50G OLD,40,50,38
PUMPKIN G BULK,800,900,1.95
PUMPKIN GREEN,0,0,0
PUMPKIN SEED W 50G,16,25,0
PUMPKIN W 50G OLD,16,25,20
PUMPKIN W BULK,550,700,2
PUNJAB TADKA 10/-,9.83,10,39
PUPPY MATCHES ,9,10,36
PURE MAGIC 30/-,29.5,30,1
PURE MAGIC CHOCO LUSH 75G,34,35,39
PURE MAGIC CHOCOLUSH 300G,118,120,0
PURE MAGIC DEUC W. CHOCO 60G,29,30,2
PURE MAGIC INCENSE 15/-,13,15,0
PURE ROSE DHOOP STICKS 50G,120,125,0
PURE SANDAL 125/-,118.5,125,12
PURI EAR BUDS,62,78,0
PURI KITCHEN PB ROLL,83,85,0
PURO HEALTHY CRYSTAL 125/-,115,125,0
PURO HEALTHY SALT 110/-,100,110,0
PUSHKARANI SAMBRANI 12/-,12,12,11
PUSHKARINI BATHI 10/-,9.83,10,7
PUSHKARINI BATHI 50/-,49,50,21
PUZZLE BALL 20/-,19.5,20,8
PUZZLE CUPES 10/,9,10,16
QUAKER OATS 1.5KG,270,273,2
QUAKER OATS 1KG,195,199,6
QUAKER OATS 200G,41,42,0
QUAKER OATS 400G,78,79,6
QUAKER OATS 500G JAR,132,135,0
QUAKER OATS 600G,115,119,5
QUAKER OATS FLAVOUR MIX 200G,48,49,0
QUAKER OATS PLU 300G,70.5,72,2
QUAKER OATS PLU 600G,142,145,0
QUAKER WHOLE OATS 400G,83,85,0
QUEENS BLACHING 100G,9.83,10,54
QUEENS BLACHING 200G,20,24,18
QUEENS BLACK QUEEN 450ML,60,65,1
QUEENS LAND DOUBLE ROASTED RAVA 500G,33,35,3
QUEENS LAND GRAM FLOUR 200G,22,25,1
QUEENS LAND GRAM FLOUR 500G,53,55,8
QUEENS LAND IDIYAPPAM FLOUR 500G,48,50,64
QUEENS LAND MAIDA 500G,30,35,19
QUEENS LAND MURUKKU FLOUR 500G,50,55,4
QUEENS LAND RAGI FLO 500G,35,40,10
QUEENS LAND RICE FLOUR 500G,35,40,4
QUEENS LAND SAMBA WHEA 500G,75,80,9
QUEENS LAND WHEAT ATTA 1KG,49,50,4
QUEENS OMUM WATER 500ML,30,38,0
QUEENS OMUM WATER 700ML,40,48,0
R CHEESE BALL CUP 40G,35,40,1
R KAI MURUKKU 160G,50,54,2
R KARAMANI 250G,30,35,0
R TOMATO BALL CUP 40G,35,40,0
RADISH/MULLANGI,40,40,8.75
RAGI 1 KG OLD,44,49,40
RAGI 1KG,52,60,4
RAGI 500G,24,30,13
RAGI 500G OLD,20,26,65
RAGI BULK,52,60,15
RAGI VERMICELLI 180G,21,22,38
RAJ CORN FLOUR 500G,39,40,2
RAJ GRAM FLOUR 200G,39,40,3
RAJ GRAM FLOUR 500G,64,65,60
RAJ KOZHUKATTAI FLOUR 500G,38,40,1
RAJ PLUS ANT POW,25,36,5
RAJ RICE FLOUR 500G,32,35,0
RAJAM SUKKU KAAPI 100G,48,50,12
RAJAM SUKKU KAAPI 200G,88,90,5
RAJAM SUKKU KAAPI 50G,25,26,16
RAJARAMS JUJUBES 100G,29,30,0
RAJARAMS KARA SEV 100G,26,27,4
RAJARAMS MASALA PUFFED RICE 100G,26,27,0
RAJARAMS MASALA WHEELS 35G,9.83,10,4
RAJARAMS MURUKKU BITES 150G,34,35,6
RAJARAMS PEPPER SEV 100G,26,27,2
RAJARAMS SALTED PEANUTS 30/-,29,30,0
RAJARAMS SPICY TAPIOCA STICKS 100G,29,30,4
RAJAS BURFEE,58,60,10
RAJAS BURFEE 10/-,9.83,10,27
RAJAS BURFEE 13/-,12,13,0
RAJAS BURFEE 6/-,6,6,0
RAJAS CUTTING BURFE,58,60,10
RAJAS FAMILY BURFEE,58,60,5
"RAJAS G,NUT SWEET",34,35,8
RAJAS GRAM BALLS,48,50,8
RAJAS INCHI MITTAI,16,20,10
RAJAS KAMARKATTU,28,30,6
RAJAS KARUPATTI,38,40,4
RAJAS MAHA BAR BURFE,33,35,5
RAJAS MAHA BURFEE,26,27,7
RAJAS MASALA PORI,38,40,0
RAJAS MINI PEANUT BALLS,38,40,5
RAJAS PAAL BUN 5/-,5,5,16
RAJAS PEANUT BALLS,58,60,10
